utimesec    2589.180845
stimesec    2.762455
ru_maxrss   743824
ru_ixrss    0
ru_idrss    0
ru_isrss    0
ru_minflt   631215
ru_majflt   0
ru_nswap    0
ru_inblock  0
ru_oublock  21360
ru_msgsnd   0
ru_msgrcv   0
ru_nsignals 0
ru_nvcsw    24018
ru_nivcsw   242124
