comparison,n,mean,std,min,max,mean_r,ci_low_r,ci_high_r,mean_z,ci_low_z,ci_high_z,t_stat,p_value
intra:versatile_diffusion:memnet:alpha_-4_vs_alpha_0,982,0.31542864441871643,0.1540433168411255,-0.10476920008659363,0.769498884677887,0.3254719894389512,0.3151943535088067,0.33567329069196217,0.33775534537982826,0.32630233039110207,0.34920836036855446,57.871754340371254,1.48286e-318
intra:versatile_diffusion:memnet:alpha_-2_vs_alpha_0,982,0.4549669623374939,0.1528196632862091,0.08888121694326401,0.8680804371833801,0.4711984082965536,0.4607791374844318,0.48148781253985173,0.5116096464095499,0.49829998885571297,0.5249193039633867,75.43208097233861,0.0
intra:versatile_diffusion:memnet:alpha_+2_vs_alpha_0,982,0.4528636932373047,0.14413343369960785,0.0956970825791359,0.8616756796836853,0.4668057491814481,0.4570901570285015,0.47640995323735114,0.5059782749470023,0.4936267058562799,0.5183298440377248,80.38851091389641,0.0
intra:versatile_diffusion:memnet:alpha_+4_vs_alpha_0,982,0.4136050343513489,0.13824233412742615,0.028379671275615692,0.814857542514801,0.42449972295531946,0.4153341969898093,0.433579067944248,0.45316812494616693,0.4420402783618577,0.46429597153047614,79.91576685074924,0.0
alpha0_vs_originals:vdvae:emonet,982,0.31130504608154297,0.22613680362701416,-0.40276840329170227,0.900998592376709,0.332625807605017,0.31730584723624033,0.34777219780234797,0.34577783479916124,0.32864847275571246,0.36290719684261,39.61322565109232,9.988739177048864e-206
alpha0_vs_originals:vdvae:memnet,982,0.3111244738101959,0.22622765600681305,-0.40964919328689575,0.901112973690033,0.3324207766284372,0.31709998417805313,0.3475681122410492,0.34554731482699075,0.32841957892824075,0.36267505072574074,39.590575130750175,1.4109575117822787e-205
alpha0_vs_originals:versatile_diffusion:emonet,982,0.27839183807373047,0.19393470883369446,-0.18442603945732117,0.8349242806434631,0.292773621138214,0.2796482462833122,0.3057895829772233,0.3015972360313885,0.28730043600864447,0.3158940360541325,41.39737091916892,1.774061940785915e-217
alpha0_vs_originals:versatile_diffusion:memnet,982,0.27976876497268677,0.1934506595134735,-0.19805826246738434,0.8216518759727478,0.2941724193439484,0.281068180592073,0.3071669813325304,0.3031278618971767,0.28884149936624065,0.3174142244281128,41.63786335819917,4.734645642252838e-219
alpha0_vs_vdvae_i2i:vdvae:emonet,982,0.33922818303108215,0.24059617519378662,-0.4263284206390381,0.9239781498908997,0.36581671045306674,0.3494657729898713,0.38194489952150523,0.38358491924204524,0.36483507818457994,0.40233476029951054,40.14654535909065,2.9744941248686773e-209
alpha0_vs_vdvae_i2i:vdvae:memnet,982,0.33901944756507874,0.24074877798557281,-0.4332076907157898,0.9245436191558838,0.36559583541577584,0.34923851162670927,0.38173041170302013,0.383329943468204,0.3645762245283873,0.4020836624080207,40.11156327096022,5.062379417995765e-209
alpha0_vs_vdvae_i2i:versatile_diffusion:emonet,982,0.30217045545578003,0.2041781097650528,-0.1901429146528244,0.8553897142410278,0.3194857668694606,0.3056278606171917,0.333208349670041,0.33107431577836516,0.31571564130912294,0.3464329902476074,42.30152269925067,2.217097599559753e-223
alpha0_vs_vdvae_i2i:versatile_diffusion:memnet,982,0.3036794364452362,0.2036724090576172,-0.21194471418857574,0.8503953218460083,0.3210508192526124,0.30720713985726406,0.3347586463045815,0.3328182467871916,0.31745856732070227,0.3481779262536809,42.52156318812005,8.216064962496641e-225
